state,year,quarter,per_person,total_cost,prev_per_person,prev_total_cost,per_person_change,total_cost_change,abs_person_change,abs_total_cost_change
Nevada,1989,1,358.06,6842519.0,361.02,6429679.0,-2.96,412840.0,2.96,412840.0
New Jersey,2015,3,318.15,1.43531873E8,321.11,1.44594758E8,-2.96,-1062885.0,2.96,1062885.0
North Carolina,1991,1,377.55,7.5670909E7,380.5,6.9585478E7,-2.95,6085431.0,2.95,6085431.0
Wisconsin,1994,2,331.99,4.0315207E7,334.94,4.0936706E7,-2.95,-621499.0,2.95,621499.0
Virginia,2024,4,365.44,1.55948654E8,362.49,1.54790151E8,2.95,1158503.0,2.95,1158503.0
Michigan,2006,3,323.04,1.71972868E8,325.98,1.69127119E8,-2.94,2845749.0,2.94,2845749.0
Oregon,2000,1,278.02,3.2459238E7,275.08,2.9853363E7,2.94,2605875.0,2.94,2605875.0
Utah,1997,1,358.57,1.3776387E7,355.63,1.3999942E7,2.94,-223555.0,2.94,223555.0
Alabama,2021,3,557.12,2.07496621E8,560.06,2.06023929E8,-2.94,1472692.0,2.94,1472692.0
Iowa,1999,4,306.5,1.6149112E7,303.56,1.6176049E7,2.94,-26937.0,2.94,26937.0
Texas,2015,1,387.59,6.00151993E8,390.52,6.18073562E8,-2.93,-1.7921569E7,2.93,1.7921569E7
Louisiana,2015,1,381.99,1.46899437E8,384.92,1.51010863E8,-2.93,-4111426.0,2.93,4111426.0
Missouri,1998,3,328.1,5.5305625E7,331.03,5.6165301E7,-2.93,-859676.0,2.93,859676.0
Virgin Islands,2000,4,623.76,2939411.0,620.83,2976892.0,2.93,-37481.0,2.93,37481.0
Missouri,1994,3,363.21,8.6485602E7,366.13,8.836202E7,-2.92,-1876418.0,2.92,1876418.0
Rhode Island,2025,1,327.11,3.0054884E7,324.19,2.9551917E7,2.92,502967.0,2.92,502967.0
Idaho,2007,3,341.78,1.2332887E7,344.7,1.2501636E7,-2.92,-168749.0,2.92,168749.0
Wisconsin,2006,3,299.81,4.6807402E7,296.89,4.6345079E7,2.92,462323.0,2.92,462323.0
Alabama,1998,2,354.6,5.8299272E7,357.52,6.005198E7,-2.92,-1752708.0,2.92,1752708.0
Alaska,2005,3,548.02,1.1204787E7,550.93,1.1811488E7,-2.91,-606701.0,2.91,606701.0
North Carolina,1999,2,307.62,6.341802E7,310.53,6.5521627E7,-2.91,-2103607.0,2.91,2103607.0
Georgia,1998,2,347.33,8.749329E7,350.24,9.1363955E7,-2.91,-3870665.0,2.91,3870665.0
Pennsylvania,2003,3,313.21,1.23016968E8,310.3,1.17004663E8,2.91,6012305.0,2.91,6012305.0
Mississippi,2018,3,311.3,6.9889063E7,314.21,7.1930761E7,-2.91,-2041698.0,2.91,2041698.0
Delaware,2000,3,373.1,4646383.0,370.2,4862056.0,2.9,-215673.0,2.9,215673.0
North Carolina,2002,2,329.79,8.1086956E7,332.69,8.1203633E7,-2.9,-116677.0,2.9,116677.0
Washington,1991,2,350.0,5.7105072E7,352.9,5.555773E7,-2.9,1547342.0,2.9,1547342.0
North Dakota,2002,2,299.68,4818733.0,302.58,4850753.0,-2.9,-32020.0,2.9,32020.0
Texas,2000,3,386.45,1.87291102E8,389.34,1.88085026E8,-2.89,-793924.0,2.89,793924.0
California,2010,3,502.41,7.45567906E8,505.3,7.15276492E8,-2.89,3.0291414E7,2.89,3.0291414E7
West Virginia,2021,3,509.62,8.1858282E7,506.73,8.161159E7,2.89,246692.0,2.89,246692.0
District of Columbia,2018,2,291.68,1.9813549E7,294.57,2.0487006E7,-2.89,-673457.0,2.89,673457.0
Florida,2014,3,316.26,6.23195876E8,319.15,6.09410529E8,-2.89,1.3785347E7,2.89,1.3785347E7
Idaho,2019,4,300.69,1.9686197E7,303.58,1.9739446E7,-2.89,-53249.0,2.89,53249.0
Indiana,1998,3,330.51,4.1587328E7,333.4,4.2435203E7,-2.89,-847875.0,2.89,847875.0
Georgia,2018,2,346.75,2.49262755E8,349.63,2.5460226E8,-2.88,-5339505.0,2.88,5339505.0
Utah,2015,2,405.94,3.5849029E7,408.82,3.642204E7,-2.88,-573011.0,2.88,573011.0
Kentucky,1990,1,424.95,7.2360586E7,422.07,7.1109859E7,2.88,1250727.0,2.88,1250727.0
Ohio,2008,1,354.41,1.84142834E8,357.29,1.82650585E8,-2.88,1492249.0,2.88,1492249.0
Vermont,2003,2,272.0,5642398.0,269.12,5571113.0,2.88,71285.0,2.88,71285.0
Alabama,2004,2,362.53,7.1251622E7,365.41,7.1434871E7,-2.88,-183249.0,2.88,183249.0
Alabama,2013,2,387.9,1.63375475E8,390.78,1.64225538E8,-2.88,-850063.0,2.88,850063.0
Kansas,2010,2,404.79,5.032374E7,407.66,4.8990025E7,-2.87,1333715.0,2.87,1333715.0
Michigan,1998,4,292.46,9.0987445E7,289.59,9.217987E7,2.87,-1192425.0,2.87,1192425.0
Utah,2016,4,388.42,3.2808926E7,385.55,3.2881387E7,2.87,-72461.0,2.87,72461.0
Kentucky,1991,2,420.15,7.8405011E7,423.02,7.8775885E7,-2.87,-370874.0,2.87,370874.0
Kentucky,1994,2,388.42,7.6255414E7,391.29,7.8840432E7,-2.87,-2585018.0,2.87,2585018.0
Connecticut,2013,3,350.11,8.3004169E7,347.24,8.1459861E7,2.87,1544308.0,2.87,1544308.0
Minnesota,2003,4,307.41,3.4967001E7,304.54,3.4471874E7,2.87,495127.0,2.87,495127.0
Oklahoma,2015,1,364.41,9.7910234E7,367.28,9.9832691E7,-2.87,-1922457.0,2.87,1922457.0
Colorado,2012,4,421.07,9.6639775E7,423.94,9.5237576E7,-2.87,1402199.0,2.87,1402199.0
Nebraska,2015,1,357.18,2.7768096E7,360.05,2.7736428E7,-2.87,31668.0,2.87,31668.0
Kansas,1992,4,367.82,2.6150951E7,370.68,2.5737273E7,-2.86,413678.0,2.86,413678.0
Michigan,2014,2,335.39,2.92374784E8,338.25,2.95898632E8,-2.86,-3523848.0,2.86,3523848.0
Utah,2001,2,306.46,9903870.0,303.6,1.0222854E7,2.86,-318984.0,2.86,318984.0
Rhode Island,2017,4,307.84,2.9356154E7,310.7,2.9028446E7,-2.86,327708.0,2.86,327708.0
Ohio,2011,2,424.64,3.61787479E8,427.49,3.67789032E8,-2.85,-6001553.0,2.85,6001553.0
Ohio,2015,4,346.59,2.7867275E8,349.44,2.81013696E8,-2.85,-2340946.0,2.85,2340946.0
Arkansas,1990,1,386.87,3.3783507E7,389.72,3.2614773E7,-2.85,1168734.0,2.85,1168734.0
Idaho,2016,4,353.42,2.6985209E7,356.27,2.7213751E7,-2.85,-228542.0,2.85,228542.0
Minnesota,2022,1,725.63,1.61098579E8,728.48,1.6011323E8,-2.85,985349.0,2.85,985349.0
New York,1991,2,329.13,2.62341165E8,331.98,2.55576992E8,-2.85,6764173.0,2.85,6764173.0
Maine,2016,1,295.42,2.9319292E7,298.27,2.9718808E7,-2.85,-399516.0,2.85,399516.0
Washington,2017,3,286.18,1.46348724E8,289.03,1.50072904E8,-2.85,-3724180.0,2.85,3724180.0
Indiana,2002,3,356.53,6.3424675E7,359.38,6.2500719E7,-2.85,923956.0,2.85,923956.0
Kansas,2020,3,444.39,4.382042E7,441.55,4.3570823E7,2.84,249597.0,2.84,249597.0
Missouri,1995,4,357.69,8.6210339E7,360.53,8.411755E7,-2.84,2092789.0,2.84,2092789.0
Idaho,1995,3,342.25,1.0124408E7,345.09,1.051044E7,-2.84,-386032.0,2.84,386032.0
Nevada,1994,4,365.47,1.6438347E7,362.63,1.6012246E7,2.84,426101.0,2.84,426101.0
Massachusetts,2018,2,275.8,1.24425338E8,278.64,1.25808581E8,-2.84,-1383243.0,2.84,1383243.0
Delaware,2024,2,376.56,2.2110872E7,379.39,2.2067258E7,-2.83,43614.0,2.83,43614.0
Kansas,1991,2,375.96,2.297443E7,378.79,2.2747897E7,-2.83,226533.0,2.83,226533.0
Illinois,1997,2,361.49,1.54614557E8,364.32,1.6103354E8,-2.83,-6418983.0,2.83,6418983.0
Nevada,1997,1,326.5,1.3172422E7,329.33,1.419221E7,-2.83,-1019788.0,2.83,1019788.0
Oklahoma,2025,2,385.66,1.31069381E8,388.49,1.32260365E8,-2.83,-1190984.0,2.83,1190984.0
Iowa,2007,3,316.85,3.48485E7,319.68,3.4841729E7,-2.83,6771.0,2.83,6771.0
Maine,2008,3,290.94,2.5831336E7,288.11,2.5318711E7,2.83,512625.0,2.83,512625.0
Massachusetts,2013,1,328.16,1.63676137E8,330.99,1.642689E8,-2.83,-592763.0,2.83,592763.0
Mississippi,2019,4,304.21,6.2428983E7,301.38,6.269036E7,2.83,-261377.0,2.83,261377.0
North Carolina,2006,2,326.26,1.22495917E8,329.08,1.2332982E8,-2.82,-833903.0,2.82,833903.0
California,1996,2,378.97,4.46091458E8,381.79,4.50601096E8,-2.82,-4509638.0,2.82,4509638.0
Missouri,2018,2,332.98,1.13112076E8,335.8,1.16065966E8,-2.82,-2953890.0,2.82,2953890.0
Rhode Island,2015,4,313.38,3.1583186E7,316.2,3.1877674E7,-2.82,-294488.0,2.82,294488.0
Minnesota,2016,2,292.44,6.7577137E7,295.26,6.8534902E7,-2.82,-957765.0,2.82,957765.0
Wisconsin,2018,2,266.7,8.7105895E7,269.52,8.9565523E7,-2.82,-2459628.0,2.82,2459628.0
Colorado,1998,4,316.19,2.4634496E7,313.37,2.4480387E7,2.82,154109.0,2.82,154109.0
New Jersey,2008,3,311.56,6.8130126E7,314.38,6.6836717E7,-2.82,1293409.0,2.82,1293409.0
California,2012,4,460.15,8.6232566E8,462.96,8.51891377E8,-2.81,1.0434283E7,2.81,1.0434283E7
Oregon,2017,1,291.53,1.14575109E8,288.72,1.15034214E8,2.81,-459105.0,2.81,459105.0
Pennsylvania,2016,4,317.33,3.01536008E8,320.14,3.0408344E8,-2.81,-2547432.0,2.81,2547432.0
Arkansas,2009,4,439.58,8.4418154E7,442.39,8.1244206E7,-2.81,3173948.0,2.81,3173948.0
New York,2019,4,303.94,4.48979413E8,301.13,4.47731196E8,2.81,1248217.0,2.81,1248217.0
Iowa,2015,2,317.13,5.8073432E7,319.94,6.0061054E7,-2.81,-1987622.0,2.81,1987622.0
New Hampshire,2005,2,279.8,7146068.0,282.6,7117758.0,-2.8,28310.0,2.8,28310.0
Rhode Island,2010,4,394.64,3.2418065E7,397.44,3.133589E7,-2.8,1082175.0,2.8,1082175.0
Arkansas,2017,3,332.85,5.5954159E7,330.05,5.5306713E7,2.8,647446.0,2.8,647446.0
New York,2013,4,374.9,6.50262646E8,372.1,6.39650136E8,2.8,1.061251E7,2.8,1.061251E7
New York,2015,3,344.46,5.68659801E8,341.66,5.68236801E8,2.8,423000.0,2.8,423000.0
Wisconsin,2001,1,272.88,2.3128999E7,270.08,2.1955115E7,2.8,1173884.0,2.8,1173884.0
Oklahoma,2001,3,307.02,3.4960464E7,304.22,3.3331998E7,2.8,1628466.0,2.8,1628466.0
Kansas,2015,1,351.37,4.3178883E7,354.16,4.4147887E7,-2.79,-969004.0,2.79,969004.0
Pennsylvania,2022,3,486.1,4.80865982E8,488.89,4.79598967E8,-2.79,1267015.0,2.79,1267015.0
District of Columbia,1992,2,363.27,1.3809386E7,366.06,1.3078003E7,-2.79,731383.0,2.79,731383.0
Washington,2012,3,337.36,1.98461709E8,340.15,1.98528877E8,-2.79,-67168.0,2.79,67168.0
Kansas,2006,3,310.26,2.5476403E7,307.48,2.4931198E7,2.78,545205.0,2.78,545205.0
New Hampshire,1993,1,342.33,8885697.0,345.11,8478616.0,-2.78,407081.0,2.78,407081.0
South Dakota,1999,1,366.21,6172489.0,363.43,6033255.0,2.78,139234.0,2.78,139234.0
Montana,1995,1,369.67,1.0630886E7,372.45,1.0238805E7,-2.78,392081.0,2.78,392081.0
Pennsylvania,2016,1,327.56,3.11984575E8,330.34,3.13720696E8,-2.78,-1736121.0,2.78,1736121.0
New Mexico,2016,3,356.65,7.9950954E7,359.43,7.8763605E7,-2.78,1187349.0,2.78,1187349.0
Connecticut,2001,3,250.78,2.066051E7,253.56,2.0760946E7,-2.78,-100436.0,2.78,100436.0
Idaho,1995,1,354.19,1.0987531E7,351.41,1.0261501E7,2.78,726030.0,2.78,726030.0
New York,2014,2,343.28,5.79221593E8,346.06,5.86686493E8,-2.78,-7464900.0,2.78,7464900.0
Virgin Islands,1992,3,721.78,3649468.0,724.56,3609873.0,-2.78,39595.0,2.78,39595.0
Indiana,2005,1,369.82,8.9228249E7,372.6,8.7669953E7,-2.78,1558296.0,2.78,1558296.0
Kansas,1996,4,312.35,2.1038188E7,315.12,2.2008192E7,-2.77,-970004.0,2.77,970004.0
New Hampshire,2005,1,282.6,7117758.0,285.37,6931265.0,-2.77,186493.0,2.77,186493.0
North Carolina,1993,3,351.08,8.8603742E7,353.85,9.017792E7,-2.77,-1574178.0,2.77,1574178.0
New Mexico,2015,1,386.11,7.8874957E7,383.34,7.7333721E7,2.77,1541236.0,2.77,1541236.0
Rhode Island,2000,2,274.58,9235747.0,271.81,9123894.0,2.77,111853.0,2.77,111853.0
Alabama,2000,2,346.19,5.3472009E7,348.96,5.4506245E7,-2.77,-1034236.0,2.77,1034236.0
Alabama,2002,3,359.05,6.3411093E7,361.82,6.2688811E7,-2.77,722282.0,2.77,722282.0
Hawaii,1999,4,508.62,2.8161467E7,511.39,2.865839E7,-2.77,-496923.0,2.77,496923.0
Delaware,2005,2,348.13,9102081.0,350.89,9054629.0,-2.76,47452.0,2.76,47452.0
Georgia,1997,2,352.77,9.5314733E7,355.53,1.03848389E8,-2.76,-8533656.0,2.76,8533656.0
Guam,2009,1,986.01,8982239.0,983.25,8698250.0,2.76,283989.0,2.76,283989.0
Oregon,2002,1,277.96,4.9859306E7,280.72,4.6691492E7,-2.76,3167814.0,2.76,3167814.0
Maryland,2016,2,312.53,1.19200196E8,315.29,1.24070798E8,-2.76,-4870602.0,2.76,4870602.0
Nevada,2005,4,319.42,1.7533913E7,316.66,1.7245263E7,2.76,288650.0,2.76,288650.0
Colorado,2012,3,423.94,9.5237576E7,426.7,9.4680474E7,-2.76,557102.0,2.76,557102.0
North Dakota,1993,3,356.29,6563609.0,353.53,6739695.0,2.76,-176086.0,2.76,176086.0
Virginia,2013,3,364.27,1.67402786E8,367.03,1.67945987E8,-2.76,-543201.0,2.76,543201.0
Mississippi,1999,3,323.58,3.6258446E7,326.34,3.6674428E7,-2.76,-415982.0,2.76,415982.0
Michigan,1998,3,289.59,9.217987E7,292.34,9.7930938E7,-2.75,-5751068.0,2.75,5751068.0
North Carolina,2015,3,336.94,2.702408E8,339.69,2.70842312E8,-2.75,-601512.0,2.75,601512.0
Massachusetts,2016,4,291.78,1.30213861E8,294.53,1.31667855E8,-2.75,-1453994.0,2.75,1453994.0
California,1989,1,270.02,1.68430518E8,272.76,1.63898605E8,-2.74,4531913.0,2.74,4531913.0
New Mexico,1995,3,398.35,3.4205597E7,401.09,3.4688803E7,-2.74,-483206.0,2.74,483206.0
Connecticut,1994,2,285.14,2.7929496E7,287.88,2.7857828E7,-2.74,71668.0,2.74,71668.0
Wisconsin,2005,1,312.86,4.4850494E7,315.6,4.3710289E7,-2.74,1140205.0,2.74,1140205.0
Wisconsin,2015,3,291.69,1.13594023E8,288.95,1.16950753E8,2.74,-3356730.0,2.74,3356730.0
North Dakota,2004,1,322.44,6009507.0,319.7,5757808.0,2.74,251699.0,2.74,251699.0
Kansas,2012,3,376.79,5.5316956E7,374.06,5.3752064E7,2.73,1564892.0,2.73,1564892.0
Arizona,1992,2,438.67,7.3807055E7,441.4,7.3239469E7,-2.73,567586.0,2.73,567586.0
California,1997,4,378.35,3.51472343E8,375.62,3.64244276E8,2.73,-1.2771933E7,2.73,1.2771933E7
Oregon,2008,1,286.04,6.841538E7,288.77,6.6846248E7,-2.73,1569132.0,2.73,1569132.0
District of Columbia,1989,1,314.61,7846647.0,317.34,8168928.0,-2.73,-322281.0,2.73,322281.0
Florida,2017,2,302.72,5.02333171E8,305.45,5.1858776E8,-2.73,-1.6254589E7,2.73,1.6254589E7
Connecticut,2001,1,255.57,2.0942767E7,258.3,2.0980453E7,-2.73,-37686.0,2.73,37686.0
Colorado,2005,2,417.0,4.4674245E7,414.27,4.3773203E7,2.73,901042.0,2.73,901042.0
Arizona,2003,4,408.84,8.4851923E7,406.12,8.0688642E7,2.72,4163281.0,2.72,4163281.0
Pennsylvania,2017,2,309.91,2.94378476E8,312.63,2.9729731E8,-2.72,-2918834.0,2.72,2918834.0
Kentucky,1994,3,391.14,7.3481212E7,388.42,7.6255414E7,2.72,-2774202.0,2.72,2774202.0
Vermont,1991,1,296.8,6209810.0,294.08,5509705.0,2.72,700105.0,2.72,700105.0
Wisconsin,2017,2,281.99,9.6292474E7,284.71,9.8830209E7,-2.72,-2537735.0,2.72,2537735.0
Washington,2010,4,362.15,1.8968361E8,359.43,1.82218363E8,2.72,7465247.0,2.72,7465247.0
Indiana,2006,3,343.48,8.5963698E7,346.2,8.6504289E7,-2.72,-540591.0,2.72,540591.0
Missouri,1992,4,393.19,8.9001315E7,395.9,8.6829569E7,-2.71,2171746.0,2.71,2171746.0
District of Columbia,2009,4,374.86,2.3512147E7,377.57,2.2651821E7,-2.71,860326.0,2.71,860326.0
Ohio,2002,1,335.5,1.09940356E8,332.79,1.05425313E8,2.71,4515043.0,2.71,4515043.0
Minnesota,2001,1,284.09,2.6068403E7,286.8,2.6020942E7,-2.71,47461.0,2.71,47461.0
Mississippi,2010,3,422.19,1.0864659E8,424.89,1.04980228E8,-2.7,3666362.0,2.7,3666362.0
Delaware,2001,3,356.13,4954206.0,358.82,4905881.0,-2.69,48325.0,2.69,48325.0
Michigan,2004,2,312.55,1.32024223E8,315.24,1.25879496E8,-2.69,6144727.0,2.69,6144727.0
Georgia,2016,1,381.75,3.13831866E8,379.06,3.1265824E8,2.69,1173626.0,2.69,1173626.0
Oregon,2017,2,288.84,1.11784627E8,291.53,1.14575109E8,-2.69,-2790482.0,2.69,2790482.0
Maryland,2012,2,354.25,1.27851192E8,356.94,1.27405805E8,-2.69,445387.0,2.69,445387.0
Rhode Island,2010,2,402.34,3.0569998E7,405.03,2.8962397E7,-2.69,1607601.0,2.69,1607601.0
Minnesota,1994,1,321.89,4.3042941E7,324.58,4.2688623E7,-2.69,354318.0,2.69,354318.0
Alabama,1999,3,350.28,5.5014218E7,352.97,5.5504248E7,-2.69,-490030.0,2.69,490030.0
Iowa,2000,4,298.82,1.5805081E7,296.13,1.5436817E7,2.69,368264.0,2.69,368264.0
Connecticut,2016,1,319.36,7.8822927E7,322.04,7.9752633E7,-2.68,-929706.0,2.68,929706.0
Colorado,1996,3,352.46,3.4730177E7,355.14,3.6269512E7,-2.68,-1539335.0,2.68,1539335.0
Nebraska,2013,2,387.28,3.1062243E7,389.96,3.1122813E7,-2.68,-60570.0,2.68,60570.0
Kansas,2010,4,404.23,5.5139407E7,406.9,5.3666211E7,-2.67,1473196.0,2.67,1473196.0
California,2016,1,395.29,8.32425407E8,397.96,8.4505945E8,-2.67,-1.2634043E7,2.67,1.2634043E7
Oregon,1991,3,366.26,3.8219011E7,368.93,3.9141666E7,-2.67,-922655.0,2.67,922655.0
Missouri,1992,3,395.9,8.6829569E7,398.57,8.6519892E7,-2.67,309677.0,2.67,309677.0
Missouri,2017,3,348.81,1.22078931E8,351.48,1.22903713E8,-2.67,-824782.0,2.67,824782.0
Idaho,2010,4,467.7,4.265504E7,470.37,4.0844267E7,-2.67,1810773.0,2.67,1810773.0
Vermont,1997,2,270.55,6686784.0,267.88,6787617.0,2.67,-100833.0,2.67,100833.0
North Dakota,2018,2,323.51,8114048.0,326.18,8282133.0,-2.67,-168085.0,2.67,168085.0
Texas,2003,3,387.69,3.08659437E8,385.03,2.7748903E8,2.66,3.1170407E7,2.66,3.1170407E7
Michigan,2006,2,325.98,1.69127119E8,323.32,1.64583062E8,2.66,4544057.0,2.66,4544057.0
Wyoming,2000,2,329.33,2972714.0,331.98,3054422.0,-2.65,-81708.0,2.65,81708.0
Delaware,2010,2,420.82,2.1618348E7,423.47,2.0723192E7,-2.65,895156.0,2.65,895156.0
South Dakota,2012,4,427.98,1.9359243E7,430.63,1.9425968E7,-2.65,-66725.0,2.65,66725.0
District of Columbia,1998,2,378.02,1.4003646E7,375.37,1.4410769E7,2.65,-407123.0,2.65,407123.0
Kentucky,2010,2,414.44,1.47080158E8,417.09,1.46114603E8,-2.65,965555.0,2.65,965555.0
Colorado,1993,4,393.4,4.2063805E7,390.75,4.1591083E7,2.65,472722.0,2.65,472722.0
North Dakota,1996,1,341.61,5730802.0,344.26,5622642.0,-2.65,108160.0,2.65,108160.0
Mississippi,2009,4,429.65,1.0461233E8,432.3,1.00586348E8,-2.65,4025982.0,2.65,4025982.0
Michigan,1996,4,323.55,1.25414275E8,326.19,1.29193356E8,-2.64,-3779081.0,2.64,3779081.0
Florida,2009,3,397.68,4.55941009E8,400.32,4.13032102E8,-2.64,4.2908907E7,2.64,4.2908907E7
Arkansas,2003,3,358.71,4.604965E7,361.35,4.5510386E7,-2.64,539264.0,2.64,539264.0
Vermont,2016,1,307.43,1.3327276E7,310.07,1.3605876E7,-2.64,-278600.0,2.64,278600.0
Virgin Islands,1998,1,657.41,3606568.0,660.05,3796809.0,-2.64,-190241.0,2.64,190241.0
Nebraska,2007,3,313.33,1.6194981E7,315.97,1.6381837E7,-2.64,-186856.0,2.64,186856.0
Nebraska,2009,4,426.33,2.8492331E7,423.69,2.6524452E7,2.64,1967879.0,2.64,1967879.0
Alaska,2016,3,575.35,2.0423006E7,577.98,2.0761913E7,-2.63,-338907.0,2.63,338907.0
Maryland,1991,2,397.64,5.2852937E7,400.27,5.1323731E7,-2.63,1529206.0,2.63,1529206.0
Rhode Island,2015,1,322.62,3.2682165E7,325.25,3.2837147E7,-2.63,-154982.0,2.63,154982.0
Tennessee,2008,3,335.89,1.43496497E8,338.52,1.39550829E8,-2.63,3945668.0,2.63,3945668.0
Idaho,2014,2,371.86,3.3120318E7,374.49,3.4382166E7,-2.63,-1261848.0,2.63,1261848.0
Oklahoma,2003,1,350.29,5.2533411E7,352.92,5.2301204E7,-2.63,232207.0,2.63,232207.0
New Jersey,2004,2,313.27,5.490686E7,315.9,5.3520697E7,-2.63,1386163.0,2.63,1386163.0
North Dakota,2015,4,354.87,8854082.0,357.5,8858428.0,-2.63,-4346.0,2.63,4346.0
Mississippi,2007,3,325.94,5.9565853E7,323.31,5.7536547E7,2.63,2029306.0,2.63,2029306.0
South Carolina,1991,1,409.22,4.8038015E7,411.84,4.4281227E7,-2.62,3756788.0,2.62,3756788.0
Maryland,1998,2,341.18,4.6812212E7,343.8,4.7731426E7,-2.62,-919214.0,2.62,919214.0
Maryland,2004,2,330.86,4.1267968E7,333.48,4.0822183E7,-2.62,445785.0,2.62,445785.0
Arkansas,2014,2,338.9,7.4584668E7,341.52,7.5574141E7,-2.62,-989473.0,2.62,989473.0
New York,2018,4,312.6,4.78339358E8,309.98,4.78997416E8,2.62,-658058.0,2.62,658058.0
Vermont,2001,3,245.14,4662821.0,247.76,4738119.0,-2.62,-75298.0,2.62,75298.0
Vermont,2014,2,303.49,1.4234402E7,306.11,1.5077074E7,-2.62,-842672.0,2.62,842672.0
Maine,2012,2,336.65,4.4430102E7,339.27,4.4588984E7,-2.62,-158882.0,2.62,158882.0
South Dakota,2012,3,430.63,1.9425968E7,433.24,1.9496706E7,-2.61,-70738.0,2.61,70738.0
Vermont,2018,2,280.11,1.1392973E7,282.72,1.1758638E7,-2.61,-365665.0,2.61,365665.0
Massachusetts,1997,3,297.35,4.103661E7,294.74,4.3308061E7,2.61,-2271451.0,2.61,2271451.0
Indiana,2012,2,421.35,1.68788152E8,423.96,1.69511946E8,-2.61,-723794.0,2.61,723794.0
Delaware,2001,2,358.82,4905881.0,361.42,4951790.0,-2.6,-45909.0,2.6,45909.0
Delaware,2017,2,325.2,2.2931502E7,327.8,2.3735128E7,-2.6,-803626.0,2.6,803626.0
Michigan,2013,2,371.48,3.37603489E8,374.08,3.40251917E8,-2.6,-2648428.0,2.6,2648428.0
New Hampshire,2004,3,264.16,6342521.0,266.76,6413622.0,-2.6,-71101.0,2.6,71101.0
Guam,2004,3,891.99,6977608.0,894.59,6873859.0,-2.6,103749.0,2.6,103749.0
Montana,2010,1,432.44,2.1863273E7,435.04,2.0723197E7,-2.6,1140076.0,2.6,1140076.0
Rhode Island,2003,2,297.45,1.0253198E7,294.85,1.0008603E7,2.6,244595.0,2.6,244595.0
Tennessee,1998,3,312.06,7.0576342E7,314.66,7.2298247E7,-2.6,-1721905.0,2.6,1721905.0
Connecticut,1993,1,292.08,2.7063875E7,294.68,2.6699261E7,-2.6,364614.0,2.6,364614.0
Hawaii,2001,3,441.92,2.2299567E7,444.52,2.244289E7,-2.6,-143323.0,2.6,143323.0
Massachusetts,1991,3,311.98,5.5810432E7,309.38,5.4371561E7,2.6,1438871.0,2.6,1438871.0
Michigan,2007,3,319.05,1.80046557E8,321.64,1.79863457E8,-2.59,183100.0,2.59,183100.0
Pennsylvania,1997,2,333.1,1.45005315E8,335.69,1.50183917E8,-2.59,-5178602.0,2.59,5178602.0
Ohio,2010,1,456.15,3.37641976E8,458.74,3.28833376E8,-2.59,8808600.0,2.59,8808600.0
Arkansas,2002,2,351.57,4.007696E7,354.16,4.0081293E7,-2.59,-4333.0,2.59,4333.0
Nevada,2000,1,321.43,8989951.0,324.02,8896797.0,-2.59,93154.0,2.59,93154.0
Virginia,2011,3,394.52,1.67223096E8,391.93,1.60698282E8,2.59,6524814.0,2.59,6524814.0
Texas,1992,4,443.11,4.23521232E8,445.69,4.1081676E8,-2.58,1.2704472E7,2.58,1.2704472E7
New Hampshire,2019,3,243.01,9419021.0,245.59,9681264.0,-2.58,-262243.0,2.58,262243.0
Tennessee,1994,1,367.97,1.14616578E8,365.39,1.14735152E8,2.58,-118574.0,2.58,118574.0
Tennessee,2015,4,346.83,1.98880794E8,349.41,2.07271106E8,-2.58,-8390312.0,2.58,8390312.0
New York,2010,1,427.35,6.16335215E8,429.93,5.98513989E8,-2.58,1.7821226E7,2.58,1.7821226E7
Virgin Islands,2011,3,607.49,5957002.0,610.07,5751785.0,-2.58,205217.0,2.58,205217.0
Nevada,2017,2,305.62,6.8713535E7,308.2,6.934592E7,-2.58,-632385.0,2.58,632385.0
Maine,2015,1,309.53,3.2093289E7,312.11,3.5008253E7,-2.58,-2914964.0,2.58,2914964.0
Arizona,2008,3,366.6,1.0187269E8,369.17,9.712508E7,-2.57,4747610.0,2.57,4747610.0
Guam,2016,3,763.97,1.1697077E7,766.54,1.189698E7,-2.57,-199903.0,2.57,199903.0
Utah,2017,1,385.85,3.242215E7,388.42,3.2808926E7,-2.57,-386776.0,2.57,386776.0
Montana,1997,2,353.1,9425107.0,355.67,9813384.0,-2.57,-388277.0,2.57,388277.0
Pennsylvania,2016,3,320.14,3.0408344E8,322.71,3.06882426E8,-2.57,-2798986.0,2.57,2798986.0
Illinois,2002,1,359.89,1.4082205E8,357.32,1.37140161E8,2.57,3681889.0,2.57,3681889.0
Minnesota,2013,3,324.78,8.9777389E7,327.35,9.0331103E7,-2.57,-553714.0,2.57,553714.0
Wisconsin,1993,3,329.1,4.064796E7,331.67,4.1939899E7,-2.57,-1291939.0,2.57,1291939.0
Massachusetts,1990,3,281.01,4.4064067E7,283.58,4.3595515E7,-2.57,468552.0,2.57,468552.0
Indiana,1996,2,369.0,5.6786375E7,371.57,5.8553864E7,-2.57,-1767489.0,2.57,1767489.0
California,1993,1,366.95,3.90988966E8,369.51,3.77863631E8,-2.56,1.3125335E7,2.56,1.3125335E7
Utah,1998,2,360.26,1.2743945E7,362.82,1.2893384E7,-2.56,-149439.0,2.56,149439.0
